model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
666,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
667,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
668,,,,,Zhu2015 - Combined gemcitabine and birinapant in pancreatic cancer cells - basic PD model,[],[],[],[],[],[],[],[],14,26,1,10,2,4,12,"[1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 0]",4,27,0.837277173995972
669,,,,,Zhu2015 - Combined gemcitabine and birinapant in pancreatic cancer cells - mechanistic PD model,[],[],[],[],[],[],[],[],7,58,1,0,5,18,5,"[0, 0, 0, 0, 0]",18,43,1.27710366249084
670,,,,,Owen1998 - tumour growth model,[],[],[],[],[],[],[],[],3,8,1,0,3,0,3,"[0, 0, 0]",0,9,0.598119020462036
671,,,,,Murphy2016 - Differences in predictions of ODE models of tumor growth,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,14,1,0,7,0,7,"[0, 0, 0, 0, 0, 0, 0]",0,15,0.558160543441772
672,,,,,Brown1997 - Plasma Melatonin Levels,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,14,1,0,2,5,2,"[0, 0]",5,8,0.549965381622314
673,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Lockwood2006 - Alzheimer's Disease PBPK model,[],[],[],[],[],[],[],[],0,29,1,0,0,15,0,[],15,15,
674,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
675,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
676,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
677,,,,,Holmes2006 - Hill's model of muscle contraction,[],[],[],[],[],[],[],[],0,10,1,0,1,4,1,[0],4,6,0.389734745025635
678,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
679,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
680,,,,,Waugh2006 - Diabetic Wound Healing - TGF-B Dynamics,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,11,1,0,3,1,3,"[0, 0, 0]",1,12,0.547964811325073
681,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
682,,,Neg values,,Wierschem2004 - Electrical bursting activity in Pancreatic Islets,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,34,1,0,5,9,5,"[0, 0, 0, 0, 0]",9,21,
683,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
684,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
685,,,,,Wodarz2003 - Cytotoxic T lymphocyte cross-priming,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,17,1,0,4,1,4,"[0, 0, 0, 0]",1,13,0.553724765777588
686,,,,,Wodarz2007 - Basic Model of Cytomegalovirus Infection,[],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,16,1,0,5,1,5,"[0, 0, 0, 0, 0]",1,11,0.568399429321289
687,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
688,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
689,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
690,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
691,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
692,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
693,,,Neg values,,Wang2008 - Mimicking the inhibitory effect of riluzole on membrane conductance in skeletal fibres,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],27,55,1,0,9,27,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",27,47,
694,Model #694 does not exits!,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
695,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
696,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
697,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
698,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
699,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
700,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
701,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
702,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
703,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
704,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
705,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
706,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
707,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
708,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
709,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
710,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
711,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
712,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
713,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
714,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
715,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
716,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
717,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
718,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
719,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
720,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
721,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
722,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
723,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
724,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
725,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
726,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
727,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
728,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
729,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
730,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
731,,New case: unkown Reaction variable: func_TRegs_Production_from_CD4,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
732,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
733,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
734,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
735,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
736,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
737,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
738,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
739,,float division by zero,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
740,,,,,Panteleev2010 - Blood Coagulation: Full Model,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],43,67,1,0,24,12,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12,75,2.1370837688446
741,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
742,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
743,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
744,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
745,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
746,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
747,,,,Neg values,Nagashima2002 - Simulating blood coagulation inhibitory effects,[],[],[],[],[],[],[],[],33,44,1,28,0,3,33,"[4, 1, 2, 3, 2, 2, 9, 2, 2, 4, 9, 2, 3, 2, 2, 2, 4, 2, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]",3,42,
748,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
749,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
750,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
751,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
752,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
753,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
754,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
755,,,,NaN values,Hansen2019 - Nine species reduced model of blood coagulation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],9,0,1,7,0,0,9,"[1, 1, 3, 2, 3, 2, 3, 1, 1]",0,8,
756,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
757,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
758,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
759,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
760,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
761,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
762,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
763,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
764,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
765,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
766,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
767,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
768,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
769,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
770,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
771,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
772,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
773,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
774,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
775,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
776,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
777,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
778,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
779,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
780,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
781,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
782,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
783,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
784,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
785,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
786,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
787,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
788,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
789,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
790,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
791,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
792,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
793,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
794,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
795,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
796,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
797,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
798,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
799,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
800,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
801,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
802,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
803,,float division by zero,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
804,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
805,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
806,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
807,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
808,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
809,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
810,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
811,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
812,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
813,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
814,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
815,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
816,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
817,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
818,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
819,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
820,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
821,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
822,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
823,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
824,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
825,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
826,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
827,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
828,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
829,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
830,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
831,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
832,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
833,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
834,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
835,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
836,,,,Neg values,Radosavljevic2009_BioterroristAttack_PanicProtection_1,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,5,1,0,2,0,2,"[0, 0]",0,6,
837,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
838,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
839,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
840,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
841,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
842,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
843,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
844,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
845,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
846,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
847,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
848,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
849,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
850,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
851,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
852,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
853,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
854,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
855,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
856,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
857,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
858,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
859,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
860,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
861,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
862,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
863,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
864,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
865,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
866,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
867,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
868,,,,,"Simon2019 - NIK-dependent p100 processing into p52, Mass Action, SBML 2v4",[],[],[],[],[],[],[],[],5,1,1,5,0,1,5,"[1, 3, 2, 2, 2]",1,7,0.522461891174316
869,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
870,,,,,"Simon2019 - NIK-dependent p100 processing into p52 and IkBd degradation, mass action, SBML 2v4",[],[],[],[],[],[],[],[],7,2,1,9,0,2,7,"[1, 5, 2, 2, 4, 3, 2]",2,13,0.61577582359314
871,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
872,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
873,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
874,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
875,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
876,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
877,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
878,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
879,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
880,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
881,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
882,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
883,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
884,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
885,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
886,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
887,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
888,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
889,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
890,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
891,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
892,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
893,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
894,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
895,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
896,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
897,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
898,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
899,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
900,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
901,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
902,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
903,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
904,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
905,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
906,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
907,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
908,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
909,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
910,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
911,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
912,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
913,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
914,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
915,,,,Neg values,Sun2018 - Instantaneous mutation rate in cancer initiation and progression,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],9,30,1,8,0,11,9,"[2, 2, 2, 2, 2, 2, 2, 1, 1]",11,20,
916,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
917,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
918,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
919,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
920,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
921,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
922,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
923,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
924,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
925,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
926,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
927,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
928,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
929,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
930,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
931,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
932,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
933,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
934,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
935,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
936,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
937,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
938,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
939,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
940,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
941,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
942,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
943,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
944,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
945,,,,,Evans2004 - Cell based mathematical model of topotecan,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],5,15,1,0,5,2,5,"[0, 0, 0, 0, 0]",2,14,0.620297193527222
